close,﻿"닫기"
"An error has occurred while adding products to google shopping account.",﻿"Google 쇼핑 계정에 상품을 추가 하는 동안 오류가 발생 했습니다."
"An error has occurred while deleting products from google shopping account.",﻿"Google 쇼핑 계정에 제품을 삭제 하는 동안 오류가 발생 했습니다."
"One or more products were not deleted from google shopping account. Refer to the log file for details.",﻿"1 개 이상의 상품이 쇼핑 Google 계정에서 제거 되지 않았습니다. 자세한 내용은 로그 파일을 참조 하시기 바랍니다"
"Attribute set mapping was deleted",﻿"속성 집합 매핑이 삭제 되었습니다"
"Google Content Attribute Mapping",﻿"Google 콘텐츠 속성 매핑"
"Google Content Attributes",﻿"Google 콘텐츠 속성"
"We can't edit Attribute Set Mapping.",﻿"속성 집합 매핑이 편집할 수 없습니다."
"Attribute Maps",﻿"속성 매핑"
"We can't load attributes.",﻿"속성을 로드할 수 없습니다."
"New Google Content Attribute Mapping",﻿"새 Google 콘텐츠 속성 매핑"
"We can't create Attribute Set Mapping.",﻿"속성 집합 매핑을 만들 수 없습니다."
"The attribute mapping has been saved.",﻿"속성 매핑이 저장 되었습니다"
"For information on Google's required attributes for different product categories, please see this link: %s","Google 다른 제품 범주에 대 한 필수 특성에 대 한 정보는 여기 링크를 참조 하십시오: %s"
"for product '%1' (in '%2' store)",﻿"제품에 대 한 '%1' ( '%2' 상점에서)"
"Please correct the attribute ""%1"" type for Google Shopping. The product with this attribute hasn't been updated in Google Content.",﻿"Google Shopping의 속성 ""%1""을 수정 하십시오. 이 속성의 상품은 Google 콘텐츠는 업데이트 되지 않습니다 "
"Google shopping only supports %1 tax rates per product",﻿"Google shopping은 상품 당 %1 세율 밖에 지원 하지 않습니다"
"The Google Content item for product '%1' (in '%2' store) already exists.",﻿"Google 콘텐츠 상품 '%1' (상점는 '%2')가 이미 존재 합니다"
"The product ""%1"" cannot be added to Google Content. %2",﻿"제품  ""%1"" Google 콘텐츠를 추가할 수 없습니다. %2"
"The product ""%1"" hasn't been added to Google Content.",﻿"제품 ""%1"" Google 콘텐츠 추가 되지 않았습니다."
"Products were added to Google Shopping account.",﻿"Google 쇼핑 계정에 추가 되었습니다."
"A total of %1 product(s) have been added to Google Content.",﻿"총 %1 제품이 Google Content에 추가 되었습니다."
"Errors happened while adding products to Google Shopping.",﻿"Google 쇼핑에 상품을 추가 하는 동안 오류가 발생 했습니다."
"Operation of adding products to Google Shopping expired.",﻿"Google 쇼핑에 상품을 추가 하는 작업이 만료 되었습니다"
"Some products may have not been added to Google Shopping bacause of expiration",﻿"만료 된 때문에 일부 상품은 Google에 추가 되지 않을지도 모릅니다."
"The item ""%1"" cannot be updated at Google Content. %2",﻿"제품 ""%1"" Google 콘텐츠 업데이트 하지 않습니다. %2"
"The item ""%1"" hasn't been updated.",﻿"항목 ""%1""은 업데이트 하지 않습니다 "
"Product synchronization with Google Shopping completed",﻿"Google 쇼핑 상품 동기화는 완료 되었습니다."
"A total of %1 items(s) have been deleted; a total of %2 items(s) have been updated.",﻿"총 %1 상품이 삭제 되었습니다; 총 %2 상품이 업데이트 되었습니다."
"We cannot update %1 items.",﻿"%1 항목을 업데이트할 수 없습니다"
"Errors happened during synchronization with Google Shopping",﻿"Google 쇼핑 및 동기화 중에 오류가 발생 했습니다."
"The item ""%1"" hasn't been deleted.",﻿"제품 ""%1""은 삭제 되지 않습니다."
"Google Shopping item removal process succeded",﻿"Google 쇼핑 상품 삭제 과정은 성공 했습니다."
"Total of %1 items(s) have been removed from Google Shopping.",﻿"Google 쇼핑에서 총 %1 상품이 삭제 되었습니다"
"Errors happened while deleting items from Google Shopping",﻿"Google 쇼핑에서 상품을 삭제 하는 동안 오류가 발생 했습니다."
"Google Shopping Error",﻿"Google 쇼핑 오류"
"Google Shopping operation has expired.",﻿"Google 쇼핑 작업이 만료 되었습니다"
"One or more google shopping synchronization operations failed because of timeout.",﻿"시간 제한 때문에 1 개 더 Google 쇼핑 동기화 작업이 실패 했습니다."
"%1 Error: %2",﻿"%1 오류: %2"
"Hosted or Google",﻿"Google에서 호스팅하는 합니다"
Google,﻿"Google"
Hosted,﻿"호스트"
AuthSub,﻿"AuthSub"
ClientLogin,﻿"클라이언트 로그인"
Excluded,﻿"제외"
"Available Products",﻿"상품 이용"
"Google Shopping synchronization process is running",﻿"Google 쇼핑 동기화 작업 중"
"Please, select Attribute Set and Google Item Type to load attributes","선택한 속성 집합과 Google 항목 유형을 로드 특성을 하십시오"
"Current Mapping will be reloaded. Continue?",﻿"이제는 다시 로드 됩니다. 계속 하 시겠습니까?"
Attribute,﻿"속성"
"Google Content Attribute",﻿"Google 콘텐츠 속성"
"Please, select Attribute Set to load attributes","속성을 로드 하는 속성 집합을 선택 하십시오."
"Account ID",﻿"계정 ID"
"Google Shopping",﻿"Google 쇼핑"
"Account Login",﻿"계정 로그인"
"Account Password",﻿"계정 암호"
"Account Type",﻿"계정 유형"
"Update Google Shopping Item when Product is Updated",﻿"상품이 업데이트 때 Google 쇼핑 항목을 업데이트"
"Verifying Meta Tag",﻿"Meta 태그를 인증"
Destinations,﻿"행선지"
"Google Product Search",﻿"Google 제품 검색"
"Product Ads",﻿"상품 광고"
"Commerce Search",﻿"상거래 검색"
Australia,﻿"오스트레일리아"
"Australian Dollar",﻿"Australian Dollar"
Brazil,﻿"브라질"
"Brazilian Real",﻿"Brazilian Real"
China,﻿"중국"
"Chinese Yuan Renminbi",﻿"중국 위안 인민폐"
France,﻿"프랑스"
Euro,﻿"유로"
Germany,﻿"독일"
Italy,﻿"이탈리아"
Japan,﻿"일본"
"Japanese Yen",﻿"일본 엔"
Netherlands,﻿"네덜란드"
Spain,﻿"스페인"
Switzerland,﻿"스위스"
"Swiss Franc",﻿"스위스 프랑"
"United Kingdom",﻿"영국"
"British Pound Sterling",﻿"영국령 파운드 스털링"
"United States",﻿"미국"
"US Dollar",﻿"US Dollar"
"Expiration date",﻿"만료"
"Sale Price",﻿"세일 가격"
"Sale Price Effective From Date",﻿"세일 가격 적용"
"Sale Price Effective To Date",﻿"세일 가격 유효 기간 종료 날짜"
"Age Group",﻿"연령 그룹"
Brand,﻿"브랜드"
Color,﻿"색"
"Manufacturer's Part Number (MPN)",﻿"제조업체 파트 번호 (MPN)"
"Online Only",﻿"온라인 용"
GTIN,﻿"GTIN"
"Product Type (Category)",﻿"상품 유형 (범주)"
"Product Review Average",﻿"상품 리뷰 평균"
"Product Review Count",﻿"상품 리뷰 개수"
"Shipping Weight",﻿"배송 중량"
Material,﻿"소재"
Pattern/Graphic,﻿"패턴/그래픽"
Grouping,﻿"그룹화"
Redirect,﻿"리디렉션"
"Query Param",﻿"쿼리 매개 변수"
"Attributes Set",﻿"속성 집합"
"Total Qty Content Items",﻿"콘텐츠 상품 수"
"Indexer Management",﻿"인덱서 관리"
"Update by Schedule",﻿"일정 업데이트"
"Update on Save",﻿"순차적으로 업데이트"
"Reindex required",﻿"다시 인덱스 필수"
Ready,﻿"준비 완료"
Processing,﻿"처리 중"
"Index Management",﻿"인덱스 관리"
"Please select indexers.",﻿"인덱서를 선택 하십시오"
"A total of %1 indexer(s) have been turned Update by Schedule mode on.",﻿"전체 %1 색인 작성자는 업데이트 예약 모드로 선택 했습니다"
"We couldn't change indexer(s)' mode because of an error.",﻿"오류에 대 한 인덱서 모드를 변경할 수 없습니다."
"A total of %1 indexer(s) have been turned Update on Save mode on.",﻿"전체 %1 색인 작성자는 업데이트 게임 모드 업데이트 되었습니다"
"State for the same indexer",﻿"동일한 인덱서 상태"
"State for the same view",﻿"동일한 보기를 위한 상태"
"Some Exception Message",﻿"오류 메시지"
"Indexer public name one",﻿"Indexer public name one"
"Indexer public description one",﻿"Indexer public description one"
"Indexer public name two",﻿"Indexer public name two"
"Indexer public description two",﻿"Indexer public description two"
"Indexer public name three",﻿"Indexer public name three"
"Indexer public description three",﻿"Indexer public description three"
"Indexer public name",﻿"Indexer public name"
"Indexer public description",﻿"Indexer public description"
Indexer,﻿"인덱서"
Export,﻿"내보내기"
Region/State,﻿"지구"
"Shipping Price",﻿"배송료"
"Export CSV",﻿"CSV 내보내기"
"Store Pickup",﻿"매장 픽업"
"Weight vs. Destination",﻿"무게와 배송"
"Price vs. Destination",﻿"가격과 배송"
"# of Items vs. Destination",﻿"상품 수 배송"
"Weight (and above)",﻿"무게"
"Order Subtotal (and above)",﻿"순서 부분합"
"# of Items (and above)",﻿"-상품 (에 더)"
"Please correct Table Rate code type: %1.",﻿"테이블 요금 코드 형식을 수정: %1."
"Please correct Table Rate code for type %1: %2.",﻿"유형 %1: %2 테이블 요금 코드를 수정 하십시오"
"Per Order",﻿"주문에 대해"
"Per Item",﻿"상품에 대해"
"Free Shipping",﻿"무료 배송"
"For matching items only",﻿"일치 하는 상품만"
"For shipment with matching items",﻿"일치 하는 상품의 배송"
"Please correct Table Rates File Format.",﻿"테이블 속도 파일 형식을 수정 하십시오."
"Something went wrong while importing table rates.",﻿"표를 가져오는 동안 문제가 발생 했습니다."
"We couldn't import this file because of these errors: %1",﻿"이 파일은이 오류 때문에 가져올 수 없습니다: %1"
"Please correct Table Rates format in the Row #%1.",﻿"줄 #%1 테이블 속도 체재를 수정 해 주세요"
"Please correct Country ""%1"" in the Row #%2.",﻿"#%2 번 줄의 나라 ""%1""  수정 하십시오 "
"Please correct Region/State ""%1"" in the Row #%2.",﻿"#%2 번 줄의 시 ""%1""  수정 하십시오 "
"Please correct %1 ""%2"" in the Row #%3.",﻿"#%3 줄의 %1 ""%2"" 수정 하십시오"
"Please correct Shipping Price ""%1"" in the Row #%2.",﻿"#%2 번 줄의  배송비 ""%1""을 수정 하십시오 "
"Duplicate Row #%1 (Country ""%2"", Region/State ""%3"", Zip ""%4"" and Value ""%5"")","줄 #%1 복제 (국가 ""%2"", 구/군 ""%3"", 우편 번호 ""%4"" 그리고 나머지 값  ""%5"")"
"Flat Rate",﻿"정액"
"Method Name",﻿"배송 방법 이름"
"Table Rates",﻿"요금표"
"Include Virtual Products in Price Calculation",﻿"가상 상품 배송료 계산에 포함"
"Minimum Order Amount",﻿"최소 주문 금액"
Code,﻿"코드"
"Billing Address",﻿"청구지 주소"
"Shipping Address",﻿"배송"
"Shipping Incl. Tax (%1)",﻿"세금 포함 배송 (%1)"
"Shipping Excl. Tax (%1)",﻿"세금 빼고 배송 (%1)"
"Grand Total Excl. Tax",﻿"세금 별도 합계"
"Grand Total Incl. Tax",﻿"세금 포함 총"
"Subtotal (Excl. Tax)",﻿"부분합 (세금 별도)"
"Subtotal (Incl. Tax)",﻿"부분합 (세금 포함)"
"Tax Rate Information",﻿"세율 정보"
"Tax Identifier",﻿"세금 식별자"
"Zip/Post is Range",﻿"우편 번호 범위"
"Zip/Post Code",﻿"우편 번호"
"'*' - matches any; 'xyz*' - matches any that begins on 'xyz' and are not longer than %1.",﻿"' * '-모두  any; ' xyz * '-' xyz '로 시작 하는 모든, 그 후에 %1의 길이 보다 작거나"
"Range From",﻿"시작"
"Range To",﻿"종료"
State,﻿"시/도"
"Rate Percent",﻿"세율 퍼센트"
"Tax Titles",﻿"세금 제목"
"Add New Tax Rate",﻿"새로운 세율의 추가"
"Delete Rate",﻿"속도의 제거"
"Save Rate",﻿"속도 저장"
"Manage Tax Rules",﻿"과세 방법 관리"
"Add New Tax Rule",﻿"신규 세금 계산 추가"
"Save Rule",﻿"규칙의 저장"
"Delete Rule",﻿"규칙 삭제"
"Tax Rule Information",﻿"세금 규칙 정보"
"Customer Tax Class",﻿"고객 과세 구분"
"Product Tax Class",﻿"상품 과세 구분"
"Tax Rate",﻿"세율"
"Tax rates at the same priority are added, others are compounded.","우선 순위가 같은 세율는 부과 됩니다. 다른 것은 연결 되어 표시 됩니다."
"Calculate Off Subtotal Only",﻿"따로 합계만 계산"
"Do you really want to delete this tax class?",﻿"이 세 클래스를 삭제 하 시겠습니까?"
"Add New Tax Class",﻿"새로운 세금 클래스 추가"
"Subtotal (Excl.Tax)",﻿"부분합 (세금 별도)"
"Subtotal (Incl.Tax)",﻿"부분합 (세금 포함)"
"Shipping & Handling (Excl.Tax)",﻿"배송 요금 (세금 별도)"
"Shipping & Handling (Incl.Tax)",﻿"배송 요금 (세금 포함)"
"Grand Total (Excl.Tax)",﻿"합계 (세금 별도)"
"Grand Total (Incl.Tax)",﻿"합계 (세금 포함)"
"Manage Tax Rates",﻿"세율 관리"
"New Tax Rate",﻿"새로운 세율"
"Tax Zones and Rates",﻿"과세 Zone과 세율"
"We can't delete this tax rate right now.",﻿"이 세율을 현재 삭제할 수 없습니다."
